num_nodes,num_edges,density,avg_clustering,diameter,num_components,giant_component_size,avg_degree,max_betweenness,degree_centralization,avg_closeness,release,network_jaccard,nodes_added,nodes_removed,density_change,centralization_change,turnover_rate
452,961,0.009428408845633106,0.2537575163336869,6,200,0.5597345132743363,4.252212389380531,0.03706160513978134,0.7977724162699253,0.0,2.1.1,0.7983425414364641,0,9,7.256615960085123e-05,0.00034746350244918567,0.0
175,228,0.01497536945812808,0.17946810086075898,6,89,0.4857142857142857,2.605714285714286,0.04123529697254426,0.7496491228070175,0.0,3.0.1,0.0760180995475113,50,327,0.005546960612494973,-0.04812329346290789,0.2857142857142857
84,114,0.03270223752151463,0.2304394485066754,6,38,0.5357142857142857,2.7142857142857144,0.06451842573733296,0.6859857978279031,0.0,3.2.1,0.20848056537102475,10,101,0.017726868063386553,-0.06366332497911431,0.11904761904761904
64,58,0.028769841269841268,0.2030048076923077,6,32,0.515625,1.8125,0.10756345548972276,0.6953125,0.0,3.1.2,0.30303030303030304,0,20,-0.003932396251673364,0.009326702172096857,0.0
40,38,0.04871794871794872,0.2862770562770563,4,22,0.475,1.9,0.08132510764089709,0.7078947368421054,0.0,3.2.3,0.3150684931506849,0,24,0.01994810744810745,0.012582236842105354,0.0
3,0,0.0,0.0,0,3,0.3333333333333333,0.0,0.0,0.0,0.0,3.3.1,0.0,2,39,-0.04871794871794872,-0.7078947368421054,0.6666666666666666
98,109,0.022932884494003786,0.17580395794681508,8,52,0.46938775510204084,2.2244897959183674,0.09036043739462479,0.7424639580602885,0.0,3.3.2,0.0,95,0,0.022932884494003786,0.7424639580602885,0.9693877551020408
769,1793,0.006071873645426961,0.2639532054471484,6,320,0.5851755526657998,4.663198959687906,0.09052078151631354,0.8042140472593533,0.0,0.11.0.0,0.028664142779881017,671,0,-0.016861010848576826,0.06175008919906477,0.8725617685305592
855,1955,0.005354917348014846,0.26651682467873244,6,349,0.5929824561403508,4.573099415204679,0.09135273373852293,0.8029428216748178,0.0,0.10.1.0,0.8291849682772084,86,0,-0.0007169562974121153,-0.001271225584535518,0.10058479532163743
529,1141,0.008170075041530618,0.2461861271430966,6,240,0.5482041587901701,4.313799621928166,0.05919815016444329,0.8045938544274331,0.0,2.1.2,0.46313799621928164,11,337,0.002815157693515772,0.0016510327526153556,0.020793950850661626
